Rk,Team,FG,,FG,FGA,,FGA,FG%,,FG%,3P,,3P,3PA,,3PA,3P%,,3P%,2P,,2P,2PA,,2PA,2P%,,2P%,FT,,FT,FTA,,FTA,FT%,,FT%,ORB,,ORB,DRB,,DRB,TRB,,TRB,AST,,AST,STL,,STL,BLK,,BLK,TOV,,TOV,PF,,PF,PTS/G,,PTS/G,Colley Rank Score,,Colley Rank Score,Colley Rank
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,3076.225806,126.3831118,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
,,,,,6852.322581,189.2740609,,0.449,0.014975248,,643.3225806,131.0378884,,1837.903226,335.527736,,0.349129032,0.017783178,,2432.903226,137.8948535,,5014.419355,324.9644918,,0.485741935,0.018132074,,1405.354839,134.4696988,,1873.258065,177.3771211,,0.750645161,0.026193509,,892.7096774,78.64505544,,2657.419355,116.0975047,,3550.129032,142.0792014,,1806.741935,147.0466171,,634.3548387,80.08646472,,393.2258065,55.96641255,,1177.064516,103.3122219,,1657.612903,114.1836883,,100.016129,4.135534195,,0.499966667,0.151900749,,
