Tm,Player,Pos,G,GS,MP,FG,FGA,FGPercent,3P,3PA,2P,2PA,2PPercent,eFGPercent,FT,FTA,FTPercent,ORB,DRB,TRB,AST,STL,BLK,PTS,TOV,PF
MIA,GoranDragic,PG,-0.782650797,0.188958649,1.669209496,1.670192801,1.352841507,0.737767651,0.408865121,0.532133992,1.722000017,1.365625797,0.86347912,0.653170202,1.54180127,1.460127009,0.5491773,0.433432512,-0.120570198,0.021397473,1.961250824,1.087628917,-0.367592895,1.653289517,1.501434858,1.651503938
TOT,ZoranDragic,SG,-1.174759208,-0.775085867,-1.62786794,-1.138300752,-1.139167796,-0.57430532,-0.658258795,-0.554895793,-1.030803817,-1.097436793,0.383077858,-0.525001627,-0.905880311,-0.961887953,-0.462082642,-0.696229893,-1.383646962,-1.221565288,-0.852018801,-1.242237569,-0.837274886,-1.126466493,-1.075167468,-1.753820602
PHO,ZoranDragic,SG,-1.566867618,-0.813647648,-1.90171158,-1.342554829,-1.281568328,-1.711435227,-0.963151343,-0.612107887,-1.145503976,-1.240638107,1.925904987,-2.137745031,-0.824290925,-0.830968226,-0.136340257,-0.696229893,-1.383646962,-1.221565288,-0.908284193,-1.475224218,-0.837274886,-1.276723574,-1.461657817,-2.026246565
MIA,ZoranDragic,SG,-1.410024254,-0.775085867,-1.463561755,-1.036173714,-1.06796753,-0.16610484,-0.505812521,-0.554895793,-0.973453737,-1.011516005,0.032015398,0.054427142,-0.987469697,-1.027347817,-0.948265306,-0.696229893,-1.383646962,-1.221565288,-0.795753408,-1.00925092,-0.837274886,-1.051337952,-0.817507236,-1.61760762
PHI,LarryDrew,PG,-1.331602572,-0.775085867,-0.138158534,-0.627665561,-0.45089856,-0.788124619,-0.505812521,0.188861429,-0.572003178,-0.610552328,0.383077858,-0.89197318,-0.905880311,-0.961887953,-0.136340257,-0.947265983,-0.782181837,-0.878679009,1.117269937,-0.310290974,-0.837274886,-0.750823789,1.243774625,-0.800329731
DET,AndreDrummond,C,1.413156303,2.348418364,1.198198433,1.568065762,1.186707554,0.854396359,-0.963151343,-1.069804639,2.123450576,1.967071313,0.521655145,0.411741549,0.31796048,1.787426329,-1.487928063,5.579672353,3.367927532,4.350336744,-0.626957231,0.62165562,3.624704029,1.127389731,0.470793927,2.468781828
MIL,JaredDudley,SG,1.021047892,0.034711526,0.464297476,-0.06596685,-0.189830919,0.407319643,0.561311395,0.474921898,-0.342602858,-0.467351014,0.724901833,0.817341686,-0.49793338,-0.56912877,0.101889249,-0.319675758,-0.060423685,-0.107184881,-0.008037913,0.854642269,-0.367592895,-0.112231192,-0.302186771,-0.119264823
SAS,TimDuncan,PF,1.217102097,2.155609461,1.022938503,1.261684647,0.925639912,0.834958241,-0.963151343,-1.012592545,1.779350097,1.623388161,0.51241666,0.402084402,1.378622498,1.460127009,0.218573088,1.688612961,2.646169381,2.46446221,0.667146797,0.388668971,3.859545025,1.146171867,0.72845416,0.561800085
CHI,MikeDunleavy,SF,0.668150323,1.615744532,1.05579974,0.189350745,0.213637254,0.086590695,1.628435312,1.333103308,-0.399952938,-0.381430226,0.087446313,0.720770225,-0.171575836,-0.241829451,0.53459182,-0.570711848,0.601187953,0.235701398,-0.008037913,-0.077304326,-0.132751899,0.300975783,-0.173356654,0.425587104
OKC,KevinDurant,SF,-0.743439956,0.227520429,1.559672039,2.997844298,2.515779182,0.815520123,2.695559229,2.305708906,2.352850896,1.881150525,0.983579435,1.029798901,3.336767763,2.965703878,0.772821325,-0.319675758,2.104850768,1.392942589,1.286066114,0.62165562,1.276294074,3.306117415,2.016755323,-0.255477804
NYK,CleanthonyEarly,SF,-0.272909863,-0.543715183,-0.324372209,-0.525538523,-0.284764606,-0.690934028,-0.0484737,0.188861429,-0.514653098,-0.438710752,-0.402193435,-0.621573088,-0.334754608,-0.372749179,0.267191355,-0.319675758,-0.361156248,-0.36434959,-0.514426446,-0.077304326,-0.132751899,-0.450309626,-0.173356654,-0.255477804
LAL,WayneEllington,SG,0.746572005,0.574576455,0.683372389,0.49573186,0.664572271,-0.136947663,1.17109649,1.047042838,0.116197781,0.277295815,-0.180469776,0.131684311,-0.416343994,-0.503668906,0.573486433,-0.445193803,0.180162365,-0.064324096,-0.120568698,-0.310290974,-0.837274886,0.413668594,-0.431016887,-0.664116749
DAL,MontaEllis,SG,1.334734621,2.271294803,1.548718294,2.334018549,2.420845494,0.183781285,0.561311395,0.989830744,2.410200976,2.453955778,0.262977543,0.035112849,1.297033112,1.329207282,0.276915008,-0.570711848,-0.301009736,-0.407210375,1.286066114,2.951522107,-0.132751899,2.085278627,1.75909509,1.106652012
MIA,JamesEnnis,SF,0.628939481,-0.697962306,-0.280557227,-0.67872908,-0.640765935,-0.16610484,-0.200919974,-0.211623229,-0.686703337,-0.667832853,0.022776912,0.006141411,-0.008397064,-0.176369587,0.704755752,-0.068639668,-0.301009736,-0.235767236,-0.570691838,-0.543277623,-0.132751899,-0.525438166,-0.688677119,-0.391690786
TOT,TylerEnnis,PG,-0.50817491,-0.775085867,-0.77347578,-0.67872908,-0.545832248,-0.632619674,-0.353366248,-0.326047417,-0.629353257,-0.495991277,-0.577724665,-0.660201672,-0.905880311,-1.027347817,0.092165595,-0.821747938,-1.022767887,-0.964400578,0.217023657,-0.310290974,-0.367592895,-0.769605924,0.213133695,-0.800329731
PHO,TylerEnnis,PG,-1.488445936,-0.813647648,-1.343070553,-0.934046676,-0.973033842,0.028276341,-0.505812521,-0.612107887,-0.801403497,-0.839674429,0.078207827,0.044769995,-0.824290925,-0.961887953,1.482648015,-0.947265983,-1.022767887,-1.050122148,-0.008037913,-1.475224218,-0.132751899,-0.938645141,-0.173356654,-1.753820602
MIL,TylerEnnis,PG,-0.821861638,-0.775085867,-0.59821585,-0.627665561,-0.427165138,-0.739529323,-0.353366248,-0.211623229,-0.572003178,-0.410070489,-0.688586495,-0.785744572,-0.987469697,-1.027347817,-0.462082642,-0.821747938,-0.962621374,-0.964400578,0.329554442,0.155682323,-0.60243389,-0.713259518,0.341963811,-0.527903767
UTA,JeremyEvans,SF,-0.312120704,-0.813647648,-1.37593179,-1.087237233,-1.234101484,1.223720602,-0.810705069,-1.012592545,-0.858753577,-0.982875742,0.992817921,0.942884586,-0.579522766,-0.634588634,0.646413833,-0.194157713,-0.782181837,-0.6215143,-0.852018801,-0.776264272,-0.132751899,-1.013773682,-1.332827701,-1.208968675
SAC,ReggieEvans,PF,0.040776865,-0.543715183,-0.357233446,-0.882983157,-0.901833577,-0.030038013,-0.963151343,-1.069804639,-0.629353257,-0.553271802,-0.263616148,-0.46705875,-0.008397064,0.216389596,-0.369707936,1.563094916,1.082360054,1.307221019,-0.626957231,-0.310290974,-0.60243389,-0.769605924,-0.173356654,0.289374122
NOP,TyrekeEvans,SF,1.29552378,2.11704768,1.592533276,1.874446877,1.898710212,0.203219403,0.408865121,0.589346086,1.951400337,2.024351838,0.216785114,0.054427142,1.052264954,1.263747418,-0.005070937,0.182396422,1.022213541,0.835752386,2.692700926,1.553602215,0.336930092,1.653289517,2.532075788,1.106652012
UTA,DanteExum,PG,1.413156303,0.767385358,0.289037546,-0.576602042,-0.379698294,-0.749248382,0.561311395,0.760982368,-0.858753577,-0.839674429,-0.466862836,-0.225630096,-0.905880311,-0.89642809,-0.340536976,-0.696229893,-0.722035324,-0.750096654,0.329554442,-0.310290974,-0.367592895,-0.563002437,0.341963811,0.153161141
GSW,FestusEzeli,C,0.001566024,-0.543715183,-0.937781965,-0.627665561,-0.878100155,1.175125307,-0.963151343,-1.069804639,-0.342602858,-0.52463154,0.817286691,0.730427371,-0.171575836,-0.045449859,-0.325951496,0.558950556,-0.240863223,0.021397473,-0.908284193,-1.00925092,1.276294074,-0.638130978,-0.559847003,0.016948159
DEN,KennethFaried,PF,1.138680415,1.924238777,0.902447301,1.057430571,0.735772537,0.786362946,-0.963151343,-1.012592545,1.549949778,1.394266059,0.484701202,0.344141526,1.13385434,1.329207282,-0.019656417,2.94379341,1.92441123,2.37874064,-0.345630268,0.388668971,1.041453079,0.902004109,0.599624044,1.515290956
LAC,JordanFarmar,PG,-0.390542386,-0.813647648,-0.532493376,-0.627665561,-0.545832248,-0.389643198,0.561311395,0.474921898,-0.916103657,-0.896954954,-0.300570091,0.247570064,-0.824290925,-0.961887953,1.040221791,-0.821747938,-0.962621374,-0.921539794,0.048227479,-0.077304326,-0.60243389,-0.600566707,-0.302186771,-0.391690786
UTA,DerrickFavors,PF,1.099469574,2.039924119,1.23105967,1.823383358,1.352841507,0.961306008,-0.963151343,-1.012592545,2.410200976,2.138912889,0.632516975,0.527627302,1.378622498,1.787426329,-0.126616604,2.19068514,1.864264717,2.078715146,-0.176834091,0.388668971,3.155022038,1.540596706,0.599624044,1.515290956
DAL,RaymondFelton,PG,-0.665018274,-0.697962306,-1.080180658,-0.729792599,-0.711966201,-0.195262017,-0.505812521,-0.383259511,-0.686703337,-0.667832853,-0.004938545,-0.177344366,-0.742701539,-0.830968226,0.510282687,-0.947265983,-1.022767887,-1.050122148,-0.233099483,-0.543277623,-0.60243389,-0.769605924,-0.688677119,-1.481394638
TOR,LandryFields,SF,-0.782650797,-0.466591622,-1.233533097,-1.087237233,-1.210368062,0.601700824,-0.963151343,-1.012592545,-0.916103657,-0.95423548,0.262977543,0.276541503,-0.905880311,-1.027347817,0.670722966,-0.570711848,-1.143060912,-1.007261363,-0.683222623,-0.543277623,-0.837274886,-1.126466493,-1.075167468,-1.890033583
ORL,EvanFournier,SG,0.472096117,0.420329332,0.990077266,0.751049456,0.759505959,0.13518599,1.323542764,1.161467026,0.3455981,0.33457634,0.198308142,0.411741549,0.399549866,0.478229051,0.160231168,-0.445193803,-0.180716711,-0.321488806,0.160758264,0.155682323,-0.837274886,0.789311298,0.341963811,0.425587104
DEN,RandyFoye,SG,0.158409389,-0.003850255,0.234268818,0.036160188,0.308570942,-0.564586261,1.933327859,1.962436342,-0.686703337,-0.581912065,-0.651632552,0.131684311,-0.334754608,-0.438209043,0.597795566,-0.821747938,-0.601742299,-0.707235869,0.329554442,0.155682323,-0.367592895,0.169500836,0.084303578,0.289374122
DEN,JamaalFranklin,SG,-1.684500142,-0.813647648,-1.671682922,-1.342554829,-1.423968859,0.718329532,-0.505812521,-0.669319981,-1.317554216,-1.38383942,-4.236165043,2.690828037,-1.069059083,-1.158267545,-3.379178627,-0.696229893,-1.32350045,-1.135843718,-0.458161053,-1.475224218,-0.132751899,-1.276723574,-0.173356654,-0.527903767
TOT,TimFrazier,PG,-1.370813413,-0.697962306,0.234268818,-0.525538523,-0.284764606,-0.797843678,-0.200919974,-0.211623229,-0.457303018,-0.238228913,-0.873356211,-0.834030303,-0.334754608,0.085469868,-1.064949145,-0.445193803,-0.301009736,-0.36434959,2.073781609,0.155682323,-0.837274886,-0.487873896,1.501434858,0.97043903
PHI,TimFrazier,PG,-1.566867618,-0.697962306,0.979123521,-0.372347965,0.118703567,-1.206044157,-0.200919974,-0.039986947,-0.342602858,0.134094502,-1.344518987,-1.297573317,-0.416343994,0.478229051,-1.760190355,-0.194157713,-0.000277173,-0.064324096,3.030293281,0.854642269,-0.837274886,-0.39396322,2.403245672,1.379077975
POR,TimFrazier,PG,-1.606078459,-0.813647648,-0.652984578,-0.67872908,-0.735699623,0.174062226,-0.353366248,-0.383259511,-0.629353257,-0.696473116,0.383077858,0.276541503,-0.253165222,-0.372749179,0.670722966,-0.570711848,-0.661888811,-0.664375084,0.892208367,-0.543277623,-0.837274886,-0.600566707,0.341963811,0.425587104
NOP,JimmerFredette,PG,0.158409389,-0.813647648,-1.02541193,-0.831919638,-0.806899889,-0.447957552,-0.658258795,-0.497683699,-0.686703337,-0.696473116,-0.004938545,-0.621573088,-0.334754608,-0.56912877,1.268727643,-0.821747938,-1.143060912,-1.092982933,-0.345630268,-0.776264272,-0.837274886,-0.788388059,-0.559847003,-1.072755694
POR,JoelFreeland,C,0.079987707,-0.505153403,-0.729660798,-0.729792599,-0.854366733,0.621138942,-0.963151343,-1.069804639,-0.457303018,-0.495991277,0.290693,0.179970041,-0.742701539,-0.830968226,0.704755752,0.558950556,0.120015852,0.278562182,-0.852018801,-1.00925092,0.336930092,-0.807170194,-0.817507236,0.289374122
ORL,ChanningFrye,PF,1.138680415,1.153003164,0.584788678,-0.219157408,-0.047430387,-0.331328844,1.780881586,1.561951684,-0.916103657,-0.839674429,-0.63315558,0.585570179,-0.742701539,-0.830968226,0.928399778,-0.570711848,0.601187953,0.235701398,-0.289364876,-0.077304326,0.336930092,-0.093449057,-0.173356654,1.106652012
DEN,DaniloGallinari,SF,0.511306958,0.227520429,0.508112459,0.49573186,0.688305693,-0.243857312,1.780881586,1.848012154,-0.113202539,-0.0950276,-0.051130974,0.237912918,1.297033112,0.936448099,0.972156218,-0.445193803,0.420748415,0.149979828,-0.233099483,0.388668971,-0.132751899,0.864439839,-0.173356654,-0.119264823
NYK,LangstonGalloway,PG,-0.037644817,0.767385358,1.4063196,0.802112975,1.115507288,-0.26329543,1.17109649,1.161467026,0.51764834,0.735540018,-0.319047063,-0.109744343,0.073192322,-0.045449859,0.5491773,-0.068639668,0.54104144,0.364283752,0.835942974,1.320615566,-0.132751899,0.751747027,0.341963811,1.651503938
HOU,FranciscoGarcia,SF,-1.25318089,-0.813647648,-0.576308359,-0.882983157,-0.522098826,-1.517054046,0.103972574,0.760982368,-1.030803817,-1.011516005,-0.642394066,-1.181687564,-0.987469697,-0.961887953,-2.163721967,-0.821747938,-0.902474862,-0.921539794,-0.401895661,-0.077304326,0.102089096,-0.8635166,-0.559847003,-0.391690786
TOT,KevinGarnett,PF,0.040776865,0.998756042,0.080916379,0.036160188,-0.047430387,0.397600584,-0.963151343,-1.012592545,0.40294818,0.449137391,0.152115713,-0.022830028,-0.416343994,-0.503668906,0.510282687,0.182396422,1.864264717,1.392942589,-0.120568698,0.854642269,0.102089096,-0.168577598,-0.173356654,0.834226049
BRK,KevinGarnett,PF,-0.15527734,0.805947139,0.080916379,0.036160188,-0.047430387,0.280971876,-0.963151343,-1.012592545,0.40294818,0.449137391,0.022776912,-0.148372927,-0.416343994,-0.503668906,0.651275659,0.307914467,1.92441123,1.478664158,-0.120568698,0.854642269,-0.132751899,-0.187359733,-0.044526538,0.834226049
MIN,KevinGarnett,PF,-1.606078459,-0.620838745,0.00424016,0.342541303,-0.118630653,1.505573315,-0.963151343,-0.955380451,0.747048659,0.33457634,1.306926439,1.05877034,-0.742701539,-0.634588634,-0.948265306,-0.570711848,1.383092617,0.792891601,-0.120568698,0.854642269,1.041453079,-0.037102651,-1.203997585,1.242864993
MEM,MarcGasol,C,1.373945462,2.309856583,1.493949566,1.823383358,1.542708883,0.660015178,-0.963151343,-0.955380451,2.410200976,2.339394727,0.383077858,0.237912918,2.439284516,2.376565103,0.485973553,0.684468601,2.345436818,1.907272007,1.117269937,0.62165562,2.920181043,1.803546599,1.372604742,1.242864993
CHI,PauGasol,PF,1.256312939,2.194171241,1.625394513,2.231891511,1.922443634,0.660015178,-0.658258795,-0.898168357,2.811651535,2.740358405,0.336885429,0.276541503,2.031337586,1.918346056,0.524868167,2.44172123,3.909246145,3.621703401,0.498350619,-0.776264272,3.624704029,2.010150086,1.114944509,0.289374122
SAC,RudyGay,SF,0.864204528,1.769991654,1.734931969,2.334018549,2.302178385,0.280971876,0.866203943,0.760982368,2.295500816,2.396675253,0.189069656,0.189627187,3.010410219,2.638404559,0.792268632,0.684468601,1.142506566,1.092917095,1.061004544,0.854642269,0.571771087,2.498485601,2.016755323,0.834226049
TOT,AlonzoGee,SF,0.315252753,-0.736524087,-0.795383272,-0.67872908,-0.783166467,0.407319643,-0.658258795,-0.726532075,-0.514653098,-0.581912065,0.290693,0.305512941,-0.253165222,-0.241829451,0.028961849,-0.194157713,-0.842328349,-0.707235869,-0.739488016,-0.077304326,-0.60243389,-0.619348842,-0.688677119,-0.800329731
DEN,AlonzoGee,SF,-0.272909863,-0.813647648,-0.707753306,-0.627665561,-0.759433045,0.54338647,-0.505812521,-0.726532075,-0.514653098,-0.553271802,0.346123915,0.450370133,-0.08998645,-0.045449859,0.208849435,-0.194157713,-0.842328349,-0.664375084,-0.739488016,0.155682323,-0.367592895,-0.544220302,-0.688677119,-0.800329731
POR,AlonzoGee,SF,-1.213970049,-0.736524087,-1.036365675,-0.780856118,-0.806899889,0.028276341,-0.658258795,-0.669319981,-0.629353257,-0.667832853,0.142877227,-0.119401489,-0.742701539,-0.634588634,-0.948265306,-0.445193803,-0.842328349,-0.750096654,-0.795753408,-0.310290974,-0.60243389,-0.82595233,-0.817507236,-0.800329731
IND,PaulGeorge,SF,-1.566867618,-0.813647648,-0.477724648,0.036160188,0.356037786,-0.57430532,1.323542764,1.047042838,-0.457303018,-0.0950276,-1.159749271,-0.119401489,-0.008397064,0.020010004,0.155369342,-0.194157713,0.30045539,0.149979828,-0.458161053,0.388668971,-0.367592895,0.188282971,1.114944509,0.153161141
CHI,TajGibson,PF,0.628939481,-0.158097377,0.847678573,0.597858899,0.356037786,0.737767651,-0.963151343,-1.069804639,1.033799059,0.964662119,0.40155483,0.295855795,0.644318024,0.805528371,0.106751075,2.19068514,0.781627491,1.307221019,-0.401895661,-0.077304326,1.980817061,0.470014999,0.084303578,1.242864993
SAS,ManuGinobili,SG,0.94262621,-0.813647648,0.343806274,0.342541303,0.40350463,-0.000880836,1.018650217,1.047042838,0.001497621,-0.037747074,0.281454514,0.295855795,0.644318024,0.740068507,0.126198382,-0.570711848,0.05986934,-0.150045666,1.342331506,0.854642269,-0.132751899,0.50757927,1.372604742,0.425587104
UTA,RudyGobert,C,1.413156303,0.613138235,0.738141117,0.087223707,-0.355964872,1.729111672,-0.963151343,-1.069804639,0.46029826,0.105454239,1.371595839,1.280884701,0.644318024,1.001907962,-0.350260629,2.94379341,2.225143793,2.635905349,-0.289364876,0.388668971,4.564068012,0.113154431,0.341963811,0.561800085
WAS,DrewGooden,PF,0.19762023,-0.543715183,-0.291510972,-0.372347965,-0.308498028,-0.26329543,-0.200919974,-0.383259511,-0.342602858,-0.152308125,-0.531532236,-0.302887265,-0.49793338,-0.56912877,0.379013367,0.684468601,0.30045539,0.450005322,-0.458161053,-0.543277623,-0.367592895,-0.450309626,-0.817507236,0.153161141
PHO,ArchieGoodwin,SG,-0.194488181,-0.736524087,-0.718707052,-0.525538523,-0.427165138,-0.321609785,-0.505812521,-0.497683699,-0.399952938,-0.266869176,-0.365239492,-0.46705875,0.154781708,0.150929732,0.194263955,-0.194157713,-0.842328349,-0.664375084,-0.401895661,-0.543277623,-0.367592895,-0.412745355,0.084303578,-0.527903767
ORL,AaronGordon,PF,0.040776865,-0.505153403,-0.280557227,-0.474475004,-0.545832248,0.203219403,-0.505812521,-0.497683699,-0.342602858,-0.410070489,0.383077858,0.064084288,-0.334754608,-0.307289315,0.126198382,0.182396422,0.05986934,0.107119043,-0.626957231,-0.543277623,0.336930092,-0.487873896,-0.431016887,0.153161141
ORL,BenGordon,SG,0.393674435,-0.813647648,-0.59821585,-0.321284446,-0.33223145,0.106028813,-0.0484737,-0.097199041,-0.342602858,-0.381430226,0.152115713,0.247570064,-0.253165222,-0.372749179,0.685308446,-0.947265983,-0.902474862,-0.964400578,-0.514426446,-0.776264272,-0.837274886,-0.300052544,-0.173356654,-0.800329731
PHI,DrewGordon,PF,-1.449235095,-0.813647648,-1.277348079,-1.036173714,-1.091700952,-0.049476132,-0.963151343,-0.898168357,-0.801403497,-0.868314692,0.383077858,-0.486373042,-0.987469697,-1.027347817,-0.948265306,-0.068639668,-0.782181837,-0.578653515,-0.908284193,-1.242237569,-0.837274886,-1.107684358,-0.302186771,-1.208968675
NOP,EricGordon,SG,0.58972864,1.50005919,1.48299582,0.904240013,1.115507288,-0.146666722,2.543112955,1.905224248,0.058847701,0.391856866,-0.725540438,0.392427256,0.399549866,0.28184946,0.53459182,-0.445193803,-0.240863223,-0.321488806,1.117269937,0.388668971,-0.367592895,1.052261191,1.114944509,0.97043903
WAS,MarcinGortat,C,1.413156303,2.348418364,1.13247596,1.261684647,0.664572271,1.359787429,-0.963151343,-1.069804639,1.779350097,1.308345271,1.020533379,0.913913148,0.154781708,0.216389596,0.038685502,1.688612961,2.405583331,2.293019071,-0.345630268,-0.077304326,2.215658056,0.826875568,0.084303578,0.834226049
MIA,DannyGranger,SF,-0.625807433,-0.582276964,0.091870125,-0.372347965,-0.308498028,-0.243857312,0.561311395,0.532133992,-0.629353257,-0.63919259,-0.088084918,0.218598626,-0.334754608,-0.372749179,0.301224141,-0.194157713,-0.301009736,-0.278628021,-0.683222623,-0.543277623,-0.367592895,-0.281270409,-0.431016887,0.698013067
PHI,JeramiGrant,SF,0.746572005,-0.389468061,0.17950009,-0.525538523,-0.308498028,-0.720091205,0.256418848,0.303285616,-0.629353257,-0.52463154,-0.697824981,-0.476715896,0.399549866,0.805528371,-0.505839082,-0.068639668,-0.120570198,-0.150045666,-0.345630268,-0.077304326,1.51113507,-0.281270409,0.213133695,0.698013067
SAS,DannyGreen,SG,1.373945462,2.271294803,0.979123521,0.546795379,0.569638583,0.096309754,2.695559229,2.134072624,-0.399952938,-0.381430226,0.068969341,0.913913148,0.073192322,-0.110909723,0.870057858,-0.194157713,0.661334466,0.364283752,0.104492872,1.320615566,1.745976065,0.732964892,-0.044526538,0.425587104
GSW,DraymondGreen,PF,1.29552378,2.232733022,1.30773589,0.699985937,0.712039115,0.164343167,1.17109649,1.333103308,0.3455981,0.191375027,0.595563032,0.431055841,0.31796048,0.478229051,-0.170373043,0.684468601,2.525876356,2.078715146,1.061004544,2.252562161,2.215658056,0.732964892,0.72845416,2.060142883
DEN,ErickGreen,PG,-0.116066499,-0.775085867,-1.102088149,-0.780856118,-0.688232779,-0.477114729,-0.505812521,-0.440471605,-0.686703337,-0.610552328,-0.45762435,-0.496030188,-0.905880311,-0.961887953,0.670722966,-0.821747938,-1.143060912,-1.135843718,-0.514426446,-0.776264272,-0.837274886,-0.82595233,-1.075167468,-1.481394638
PHO,GeraldGreen,SG,1.099469574,-0.659400525,-0.006713586,0.751049456,0.90190649,-0.098071427,1.933327859,1.905224248,0.116197781,0.134094502,0.179831171,0.315170087,-0.008397064,-0.110909723,0.631828353,-0.570711848,-0.240863223,-0.36434959,-0.345630268,-0.077304326,-0.367592895,0.770529163,0.341963811,0.425587104
TOT,JaMychalGreen,PF,-0.861072479,-0.775085867,-1.397839281,-0.934046676,-1.115434374,1.437539901,-0.963151343,-0.898168357,-0.686703337,-0.896954954,1.851997101,0.991170317,-0.824290925,-0.89642809,0.510282687,-0.068639668,-0.842328349,-0.6215143,-0.908284193,-1.00925092,-0.367592895,-0.976209411,-0.688677119,-0.936542712
SAS,JaMychalGreen,PF,-1.6452893,-0.813647648,-1.452608009,-0.985110195,-1.162901218,1.408382724,-0.963151343,-0.783744169,-0.744053417,-1.011516005,3.154623599,0.962198878,-1.069059083,-1.158267545,-3.379178627,-0.068639668,-1.022767887,-0.792957439,-1.020814978,-1.475224218,0.336930092,-1.088902222,-0.817507236,-0.255477804
MEM,JaMychalGreen,PF,-1.017915843,-0.775085867,-1.37593179,-0.882983157,-1.115434374,1.44725896,-0.963151343,-0.955380451,-0.629353257,-0.868314692,1.667227385,1.000827463,-0.742701539,-0.830968226,0.510282687,-0.068639668,-0.782181837,-0.578653515,-0.908284193,-0.776264272,-0.367592895,-0.957427276,-0.688677119,-0.936542712
TOT,JeffGreen,SF,1.256312939,1.885676996,1.30773589,1.210621128,1.352841507,0.0379954,0.866203943,1.047042838,1.033799059,1.107863433,0.133638742,0.08339858,1.460211884,1.263747418,0.670722966,-0.068639668,0.54104144,0.364283752,-0.064303306,0.155682323,0.102089096,1.352775354,0.341963811,0.289374122
BOS,JeffGreen,SF,-0.50817491,0.458891113,1.48299582,1.670192801,1.827509946,0.076871636,1.17109649,1.619163778,1.435249618,1.394266059,0.336885429,0.112370018,1.9497482,1.721966465,0.704755752,-0.319675758,0.661334466,0.407144537,-0.120568698,0.388668971,0.102089096,1.841110869,0.72845416,0.425587104
MEM,JeffGreen,SF,-0.037644817,0.613138235,1.165337197,0.904240013,0.996840178,0.008838223,0.713757669,0.703770274,0.747048659,0.878741331,-0.06036946,0.064084288,1.052264954,0.936448099,0.631828353,0.182396422,0.420748415,0.364283752,-0.008037913,-0.077304326,0.336930092,0.995914785,0.084303578,0.153161141
ORL,WillieGreen,SG,0.236831071,-0.736524087,-0.138158534,-0.321284446,-0.189830919,-0.389643198,0.256418848,0.246073523,-0.457303018,-0.352789964,-0.439147378,-0.16768722,-0.661112153,-0.700048498,0.626966526,-0.696229893,-0.722035324,-0.792957439,-0.289364876,-0.310290974,-0.60243389,-0.35639895,-0.302186771,-0.119264823
LAC,BlakeGriffin,PF,0.824993687,1.769991654,1.713024478,2.89571726,2.468312338,0.737767651,-0.810705069,-0.840956263,3.499852493,3.399084446,0.420031802,0.33448438,2.684052675,3.031163742,0.160231168,1.312058826,1.92441123,1.821550437,1.961250824,0.62165562,0.336930092,2.648742683,1.501434858,1.651503938
TOT,JorgeGutierrez,PG,-1.017915843,-0.775085867,-1.178764369,-0.934046676,-1.091700952,1.077934717,-0.963151343,-0.955380451,-0.686703337,-0.839674429,1.112918237,0.63385591,-0.661112153,-0.700048498,-0.014794591,-0.696229893,-0.902474862,-0.878679009,-0.401895661,-0.776264272,-0.837274886,-0.957427276,-0.688677119,-0.527903767
BRK,JorgeGutierrez,PG,-1.410024254,-0.813647648,-1.660729176,-1.138300752,-1.257834906,0.718329532,-0.963151343,-1.012592545,-0.916103657,-1.011516005,0.734140319,0.276541503,-0.905880311,-0.961887953,-0.136340257,-1.072784028,-1.082914399,-1.135843718,-0.626957231,-1.242237569,-0.837274886,-1.164030763,-1.075167468,-1.072755694
MIL,JorgeGutierrez,PG,-1.410024254,-0.775085867,-0.707753306,-0.729792599,-0.949300421,1.262596839,-0.963151343,-0.955380451,-0.457303018,-0.667832853,1.306926439,0.817341686,-0.49793338,-0.503668906,0.024100022,-0.445193803,-0.722035324,-0.664375084,-0.176834091,-0.310290974,-0.837274886,-0.769605924,-0.302186771,-0.119264823
CHO,P.J.Hairston,SG,-0.037644817,-0.736524087,-0.466770903,-0.525538523,-0.166097497,-1.001943917,0.713757669,0.989830744,-0.858753577,-0.696473116,-0.928787126,-0.553973065,-0.49793338,-0.634588634,0.806854112,-0.445193803,-0.541595786,-0.578653515,-0.739488016,-0.310290974,-0.132751899,-0.412745355,-0.817507236,-0.391690786
LAC,JordanHamilton,SF,-1.25318089,-0.736524087,-1.189718114,-0.985110195,-0.996767264,-0.253576371,0.103972574,-0.211623229,-1.145503976,-1.097436793,-1.593958103,0.691798787,-1.069059083,-1.158267545,-3.379178627,-0.947265983,-0.902474862,-0.964400578,-0.739488016,-1.242237569,-0.837274886,-0.957427276,-1.075167468,-0.936542712
TOT,JustinHamilton,C,-0.194488181,-0.273782719,-0.236742244,-0.423411484,-0.56956567,0.504510234,-0.658258795,-0.612107887,-0.285252778,-0.352789964,0.475462716,0.33448438,-0.253165222,-0.438209043,0.656137486,0.684468601,-0.361156248,-0.021463312,-0.514426446,0.155682323,0.806612083,-0.469091761,-0.688677119,0.016948159
MIA,JustinHamilton,C,-0.861072479,-0.620838745,-0.828244508,-0.934046676,-0.949300421,-0.107790486,-0.505812521,-0.612107887,-0.801403497,-0.839674429,-0.014177031,-0.09043005,-0.824290925,-0.961887953,0.787406805,0.182396422,-0.902474862,-0.578653515,-0.739488016,-0.776264272,-0.367592895,-0.938645141,-1.075167468,-0.391690786
