Tm,Player,Pos,G,GS,MP,FG,FGA,FGPercent,3P,3PA,2P,2PA,2PPercent,eFGPercent,FT,FTA,FTPercent,ORB,DRB,TRB,AST,STL,BLK,PTS,TOV,PF
PHO,BrandonKnight,SG,-1.370813413,-0.466591622,1.30773589,0.853176494,1.495242039,-0.67149591,1.933327859,2.420133094,0.230897941,0.592338704,-0.586963151,-0.399458727,0.72590741,0.543688915,0.646413833,-0.821747938,-0.361156248,-0.53579273,1.511127684,-0.310290974,-0.60243389,1.052261191,1.243774625,0.289374122
ATL,KyleKorver,SG,1.138680415,2.078485899,1.384412109,0.49573186,0.308570942,0.591981765,3.457790598,2.362921,-0.801403497,-0.811034166,0.105923284,1.927913492,0.073192322,-0.110909723,0.986741698,-0.821747938,0.841774003,0.321422967,0.442085227,0.155682323,0.571771087,0.808093433,0.341963811,0.289374122
MEM,KostaKoufos,C,1.373945462,-0.697962306,-0.324372209,-0.372347965,-0.545832248,0.796082005,-0.963151343,-1.069804639,-0.055852459,-0.123667862,0.456985745,0.353798672,-0.49793338,-0.503668906,-0.23357679,0.809986646,0.781627491,0.835752386,-0.739488016,-0.543277623,1.041453079,-0.487873896,-0.302186771,0.153161141
GSW,OgnjenKuzmic,C,-1.174759208,-0.813647648,-1.649775431,-1.240427791,-1.400235437,2.341412392,-0.963151343,-1.069804639,-1.030803817,-1.154717319,1.925904987,1.889284907,-0.824290925,-0.961887953,1.482648015,-0.570711848,-1.143060912,-0.964400578,-0.795753408,-1.242237569,-0.60243389,-1.220377169,-1.075167468,-1.208968675
OKC,JeremyLamb,SG,0.040776865,-0.505153403,-0.663938324,-0.372347965,-0.33223145,-0.098071427,0.256418848,0.303285616,-0.514653098,-0.52463154,0.152115713,0.199284334,-0.253165222,-0.372749179,0.952708911,-0.821747938,-0.240863223,-0.45007116,-0.514426446,-0.543277623,-0.60243389,-0.281270409,-0.688677119,-0.800329731
SAC,CarlLandry,PF,0.94262621,-0.235220938,-0.280557227,-0.11703037,-0.33223145,0.864115418,-0.963151343,-1.069804639,0.230897941,0.134094502,0.521655145,0.421398695,0.399549866,0.216389596,0.607519219,0.684468601,-0.060423685,0.192840613,-0.795753408,-1.00925092,-0.367592895,-0.112231192,-0.431016887,0.289374122
NYK,ShaneLarkin,PG,1.177891256,0.034711526,0.540973696,-0.219157408,-0.237297762,0.067152577,-0.200919974,-0.211623229,-0.170552618,-0.180948388,0.207546628,0.015798557,-0.416343994,-0.503668906,0.422769807,-0.570711848,-0.361156248,-0.45007116,0.667146797,1.320615566,-0.60243389,-0.300052544,-0.044526538,0.425587104
DEN,JoffreyLauvergne,C,-0.861072479,-0.775085867,-0.915874473,-0.729792599,-0.711966201,-0.214700135,-0.810705069,-0.669319981,-0.514653098,-0.52463154,-0.06036946,-0.486373042,-0.416343994,-0.372749179,-0.253024096,0.307914467,-0.240863223,-0.064324096,-0.739488016,-0.776264272,0.102089096,-0.732041654,-0.302186771,0.153161141
MIN,ZachLaVine,PG,1.217102097,0.728823577,0.562881187,0.393604822,0.498438317,-0.039757073,0.103972574,0.188861429,0.40294818,0.506417916,-0.088084918,-0.061458612,0.481139252,0.347309324,0.714479406,-0.570711848,-0.060423685,-0.235767236,1.004739152,0.155682323,-0.60243389,0.432450729,1.75909509,0.561800085
DEN,TyLawson,PG,1.138680415,2.078485899,1.745885715,1.261684647,1.329108085,0.096309754,0.408865121,0.474921898,1.263199378,1.365625797,0.041253884,0.025455703,1.786569428,1.98380592,0.169954822,-0.319675758,0.05986934,-0.107184881,4.380662701,1.320615566,-0.60243389,1.390339624,1.75909509,0.016948159
TOT,RickyLedo,SG,-1.135548367,-0.813647648,-0.565354613,-0.525538523,-0.261031184,-0.904753327,-0.0484737,-0.154411135,-0.572003178,-0.20958865,-1.289088072,-0.834030303,-0.334754608,-0.307289315,0.155369342,0.056878377,-0.782181837,-0.53579273,-0.401895661,-0.543277623,-0.60243389,-0.469091761,0.470793927,-0.664116749
DAL,RickyLedo,SG,-1.606078459,-0.813647648,-1.90171158,-1.495745386,-1.30530175,-4.141199987,-0.963151343,-0.726532075,-1.317554216,-1.211997844,-4.236165043,-4.552031565,-0.905880311,-0.89642809,-0.948265306,-0.821747938,-1.383646962,-1.264426072,-0.908284193,-1.475224218,-0.837274886,-1.426980656,-0.946337352,-2.026246565
NYK,RickyLedo,SG,-1.331602572,-0.813647648,-0.017667332,-0.11703037,0.189903832,-0.681214969,0.256418848,0.074437241,-0.285252778,0.191375027,-1.159749271,-0.582944503,-0.008397064,-0.045449859,0.267191355,0.558950556,-0.541595786,-0.235767236,-0.176834091,-0.310290974,-0.60243389,-0.074666922,1.114944509,0.016948159
MEM,CourtneyLee,SG,1.217102097,2.039924119,1.209152179,0.393604822,0.40350463,0.212938462,0.866203943,0.589346086,0.173547861,0.162734764,0.133638742,0.450370133,0.073192322,-0.045449859,0.801992285,-0.696229893,-0.301009736,-0.45007116,0.104492872,0.854642269,-0.367592895,0.432450729,-0.173356654,0.016948159
GSW,DavidLee,PF,0.119198548,-0.659400525,-0.127204788,0.189350745,-0.071163809,0.825239182,-0.963151343,-1.069804639,0.57499842,0.420497128,0.51241666,0.38277011,0.073192322,0.216389596,-0.199544003,1.061022736,0.661334466,0.792891601,-0.064303306,-0.077304326,0.336930092,0.019243754,-0.173356654,0.016948159
PHI,MalcolmLee,SG,-1.762921824,-0.813647648,-1.923619072,-1.495745386,-1.352768593,-4.141199987,-0.963151343,-1.069804639,-1.317554216,-1.097436793,-4.236165043,-4.552031565,-1.069059083,-1.158267545,-3.379178627,-1.072784028,-1.503939988,-1.435869212,-1.020814978,-1.475224218,-0.837274886,-1.464544926,-1.461657817,-2.298672528
PHO,AlexLen,C,0.903415369,0.8830707,0.267130055,-0.168093889,-0.379698294,0.786362946,-0.963151343,-1.069804639,0.173547861,0.076813976,0.466224231,0.353798672,-0.171575836,-0.176369587,0.033823676,1.563094916,1.202653079,1.392942589,-0.739488016,-0.310290974,2.685340047,-0.281270409,-0.044526538,1.923929901
SAS,KawhiLeonard,SF,0.707361164,1.654306312,1.340597127,1.670192801,1.447775195,0.514229293,0.561311395,0.64655818,1.607299858,1.422906322,0.558609089,0.469684425,1.54180127,1.394667146,0.52000634,0.558950556,2.044704255,1.650107298,0.385819834,3.883468701,1.041453079,1.634507382,0.470793927,0.425587104
POR,MeyersLeonard,C,0.354463594,-0.543715183,-0.455817157,-0.321284446,-0.522098826,0.815520123,0.408865121,0.074437241,-0.514653098,-0.696473116,1.177587637,1.300198993,-0.661112153,-0.765508362,1.181214763,-0.068639668,0.721480978,0.492866107,-0.683222623,-1.00925092,-0.132751899,-0.35639895,-0.559847003,0.561800085
MEM,JonLeuer,PF,0.668150323,-0.582276964,-0.707753306,-0.525538523,-0.56956567,0.164343167,-0.810705069,-0.783744169,-0.285252778,-0.266869176,0.078207827,-0.148372927,-0.579522766,-0.56912877,-0.330813323,-0.068639668,-0.000277173,-0.021463312,-0.626957231,-0.776264272,-0.60243389,-0.619348842,-0.688677119,-0.391690786
POR,DamianLillard,PG,1.413156303,2.348418364,1.767793206,2.180827992,2.349645228,0.076871636,2.695559229,2.93504194,1.435249618,1.365625797,0.383077858,0.33448438,2.35769513,2.049265784,0.821439592,-0.319675758,0.901920516,0.535726892,2.467639356,1.320615566,-0.132751899,2.479703466,2.016755323,0.425587104
LAL,JeremyLin,PG,1.099469574,0.343205771,0.683372389,0.393604822,0.498438317,-0.020318954,0.408865121,0.303285616,0.3455981,0.477777654,-0.134277347,0.015798557,1.297033112,1.198287554,0.485973553,-0.570711848,-0.120570198,-0.321488806,1.567393076,1.087628917,0.102089096,0.639054216,1.372604742,1.242864993
GSW,ShaunLivingston,PG,1.256312939,-0.736524087,-0.083389805,-0.219157408,-0.379698294,0.718329532,-0.963151343,-1.069804639,0.116197781,0.076813976,0.410793316,0.276541503,-0.416343994,-0.372749179,0.092165595,-0.319675758,-0.421302761,-0.45007116,0.835942974,-0.077304326,-0.132751899,-0.35639895,0.213133695,-0.391690786
BRK,BrookLopez,C,1.021047892,0.8830707,1.05579974,2.078700954,1.661375992,0.8446773,-0.963151343,-1.012592545,2.696951375,2.511236304,0.540132117,0.402084402,1.460211884,1.329207282,0.57834826,2.69275732,1.202653079,1.735828867,-0.626957231,-0.077304326,3.389863034,1.765982328,0.341963811,1.651503938
POR,RobinLopez,C,0.511306958,1.461497409,0.902447301,0.546795379,0.16617041,1.058496599,-0.963151343,-1.069804639,0.976448979,0.735540018,0.724901833,0.614541617,0.31796048,0.28184946,0.374151541,2.94379341,0.601187953,1.435803373,-0.514426446,-0.776264272,2.450499052,0.338540053,0.084303578,0.561800085
CLE,KevinLove,PF,1.138680415,2.078485899,1.559672039,1.312748167,1.424041773,0.076871636,1.933327859,1.905224248,0.747048659,0.764180281,0.198308142,0.363455818,1.704980042,1.656506601,0.529729993,1.312058826,3.247634507,2.721626919,0.217023657,0.155682323,0.336930092,1.615725247,0.599624044,0.289374122
TOR,KyleLowry,PG,0.94262621,1.885676996,1.636348259,1.619129281,1.946177056,-0.136947663,1.933327859,2.134072624,1.148499219,1.279705009,-0.014177031,0.044769995,1.868158814,1.787426329,0.5491773,-0.068639668,0.841774003,0.578587676,2.805231711,2.252562161,-0.367592895,1.878675139,1.75909509,1.78771692
MEM,KalinLucas,PG,-1.762921824,-0.813647648,-1.485469246,-1.495745386,-1.352768593,-4.141199987,-0.963151343,-1.069804639,-1.317554216,-1.097436793,-4.236165043,-4.552031565,-1.069059083,-1.158267545,-3.379178627,-1.072784028,-1.503939988,-1.435869212,-1.020814978,0.854642269,-0.837274886,-1.464544926,-1.461657817,-0.936542712
DET,JohnLucasIII,PG,-0.978705002,-0.813647648,-0.718707052,-0.474475004,-0.403431716,-0.214700135,-0.353366248,-0.268835323,-0.399952938,-0.352789964,-0.17123129,-0.235287242,-0.905880311,-1.027347817,1.482648015,-0.821747938,-1.143060912,-1.092982933,0.610881404,-0.543277623,-0.837274886,-0.581784572,-0.431016887,-1.072755694
ATL,ShelvinMack,PG,0.354463594,-0.813647648,-0.488678394,-0.423411484,-0.33223145,-0.243857312,0.103972574,0.246073523,-0.514653098,-0.52463154,0.078207827,-0.022830028,-0.661112153,-0.765508362,0.539453646,-0.947265983,-0.722035324,-0.835818224,0.554616012,-0.310290974,-0.837274886,-0.450309626,-0.302186771,-1.481394638
IND,IanMahinmi,C,0.58972864,-0.582276964,-0.083389805,-0.525538523,-0.759433045,1.223720602,-0.963151343,-1.069804639,-0.227902698,-0.381430226,0.86347912,0.778713102,-0.661112153,-0.045449859,-1.901183328,1.061022736,0.962067029,1.05005631,-0.739488016,-0.310290974,1.041453079,-0.656913113,-0.173356654,1.515290956
ORL,DevynMarble,SG,-1.174759208,-0.543715183,-0.718707052,-1.036173714,-0.925566999,-1.050539213,-0.505812521,-0.268835323,-0.973453737,-0.982875742,-0.032654003,-1.036830372,-0.824290925,-0.503668906,-1.857426888,-0.696229893,-0.541595786,-0.6215143,-0.401895661,-0.077304326,-0.60243389,-1.032555817,-0.688677119,-1.072755694
CLE,ShawnMarion,SF,0.432885276,0.111835087,-0.028621077,-0.423411484,-0.474631982,0.193500344,-0.658258795,-0.612107887,-0.227902698,-0.266869176,0.235262085,-0.032487174,-0.661112153,-0.765508362,0.340118754,0.307914467,-0.060423685,0.064258258,-0.514426446,-0.310290974,0.336930092,-0.563002437,-0.688677119,-0.936542712
MIL,KendallMarshall,PG,-0.704229115,-0.697962306,-0.510585885,-0.67872908,-0.735699623,0.280971876,-0.0484737,-0.154411135,-0.744053417,-0.811034166,0.466224231,0.711113079,-0.824290925,-0.961887953,0.942985258,-0.947265983,-0.962621374,-1.007261363,0.723412189,0.388668971,-0.837274886,-0.675695248,0.213133695,-1.072755694
DET,CartierMartin,SF,-0.90028332,-0.813647648,-1.20067186,-1.138300752,-1.044234108,-1.390706279,-0.505812521,-0.268835323,-1.088153896,-1.126077056,-0.078846432,-1.268601879,-1.069059083,-1.158267545,-3.379178627,-1.072784028,-0.962621374,-1.050122148,-0.739488016,-1.242237569,-0.837274886,-1.164030763,-1.203997585,-1.072755694
MIL,KenyonMartin,PF,-1.370813413,-0.813647648,-1.102088149,-1.087237233,-1.115434374,-0.16610484,-0.963151343,-1.069804639,-0.858753577,-0.811034166,-0.45762435,-0.602258796,-0.905880311,-1.027347817,1.482648015,-0.445193803,-0.782181837,-0.707235869,-0.739488016,-0.310290974,0.336930092,-1.126466493,-1.075167468,-0.664116749
MIN,KevinMartin,SG,-0.272909863,0.574576455,1.515857057,1.976573915,2.207244697,0.008838223,1.933327859,1.733587966,1.492599698,1.795229737,-0.152754318,0.150998603,2.520873903,2.049265784,0.904090645,-0.445193803,0.420748415,0.107119043,0.273289049,0.388668971,-0.837274886,2.291882114,0.986114393,0.289374122
POR,WesleyMatthews,SG,0.550517799,1.50005919,1.548718294,1.363811686,1.376574929,0.212938462,3.457790598,3.163890316,0.230897941,0.076813976,0.697186376,0.884941709,0.399549866,0.412769188,0.276915008,-0.319675758,0.360601903,0.149979828,0.273289049,1.553602215,-0.367592895,1.521814571,0.341963811,0.698013067
CHO,JasonMaxiell,PF,0.58972864,-0.813647648,-0.565354613,-0.831919638,-0.854366733,-0.039757073,-0.963151343,-1.069804639,-0.572003178,-0.495991277,-0.337524034,-0.476715896,-0.49793338,-0.372749179,-0.573904655,0.684468601,-0.361156248,-0.021463312,-0.852018801,-0.776264272,0.806612083,-0.844734465,-0.817507236,-0.119264823
MIL,O.J.Mayo,SG,0.981837051,-0.235220938,0.475251222,0.648922418,0.759505959,-0.039757073,1.17109649,1.161467026,0.28824802,0.33457634,0.059730855,0.20894148,0.236371094,0.150929732,0.641552006,-0.570711848,-0.180716711,-0.321488806,0.554616012,0.388668971,-0.132751899,0.676618487,0.857284276,0.834226049
PHI,LucMbahaMoute,PF,0.824993687,1.538620971,0.990077266,0.393604822,0.664572271,-0.302171667,0.408865121,0.64655818,0.28824802,0.477777654,-0.217423719,-0.273915827,0.073192322,0.412769188,-0.515562735,0.433432512,0.721480978,0.664309246,-0.120568698,1.320615566,-0.132751899,0.394886459,0.470793927,-0.119264823
GSW,JamesMichaelMcAdoo,PF,-1.213970049,-0.813647648,-1.145903132,-0.67872908,-0.901833577,1.155687189,-0.963151343,-1.069804639,-0.399952938,-0.553271802,0.798809719,0.711113079,-0.334754608,-0.045449859,-0.656555708,0.182396422,-0.601742299,-0.36434959,-0.964549585,-0.776264272,0.571771087,-0.694477383,-0.946337352,-0.391690786
SAC,RayMcCallum,PG,0.864204528,0.343205771,0.168546344,0.036160188,0.047503301,0.115747872,-0.200919974,-0.154411135,0.116197781,0.134094502,0.189069656,0.025455703,-0.416343994,-0.372749179,-0.077998337,-0.068639668,-0.361156248,-0.321488806,0.554616012,0.155682323,-0.367592895,-0.074666922,0.213133695,-0.391690786
POR,C.J.McCollum,SG,0.628939481,-0.697962306,-0.42295592,-0.168093889,-0.189830919,0.096309754,0.408865121,0.188861429,-0.342602858,-0.352789964,0.013538426,0.38277011,-0.416343994,-0.372749179,0.019238196,-0.821747938,-0.782181837,-0.792957439,-0.458161053,0.155682323,-0.60243389,-0.187359733,-0.431016887,-0.527903767
TOT,K.J.McDaniels,SG,0.628939481,-0.235220938,0.245222564,-0.06596685,0.071236723,-0.292452608,0.103972574,0.303285616,-0.113202539,-0.066387337,-0.041892489,-0.244944389,0.236371094,0.216389596,0.276915008,0.182396422,-0.180716711,-0.064324096,-0.345630268,0.155682323,1.745976065,0.019243754,0.72845416,0.425587104
PHI,K.J.McDaniels,SG,0.236831071,-0.235220938,0.639557406,0.138287226,0.332304364,-0.26329543,0.256418848,0.532133992,0.058847701,0.105454239,-0.023415517,-0.206315804,0.481139252,0.478229051,0.296362314,0.433432512,-0.000277173,0.192840613,-0.289364876,0.388668971,2.215658056,0.263411512,1.114944509,0.834226049
HOU,K.J.McDaniels,SG,-1.410024254,-0.813647648,-1.781220378,-1.240427791,-1.234101484,-0.904753327,-0.963151343,-0.898168357,-1.030803817,-1.040156268,-0.383716463,-1.336201902,-0.987469697,-1.027347817,-0.948265306,-0.947265983,-1.263353937,-1.221565288,-0.908284193,-1.475224218,-0.367592895,-1.257941439,-1.332827701,-1.61760762
CHI,DougMcDermott,SF,-0.390542386,-0.813647648,-1.167810623,-0.882983157,-0.878100155,-0.234138253,-0.353366248,-0.440471605,-0.858753577,-0.868314692,-0.032654003,-0.080772904,-0.824290925,-0.89642809,-0.136340257,-0.821747938,-0.902474862,-0.921539794,-0.908284193,-1.242237569,-0.837274886,-0.90108087,-0.817507236,-1.208968675
OKC,MitchMcGary,PF,-0.547385751,-0.736524087,-0.477724648,-0.06596685,-0.355964872,1.039058481,-0.963151343,-1.012592545,0.28824802,0.076813976,0.75261729,0.595227325,-0.416343994,-0.307289315,-0.340536976,1.061022736,0.601187953,0.792891601,-0.795753408,-0.310290974,0.336930092,-0.281270409,-0.173356654,0.834226049
TOT,JaValeMcGee,C,-0.90028332,-0.813647648,-0.926828219,-0.576602042,-0.783166467,1.029339422,-0.963151343,-1.069804639,-0.285252778,-0.410070489,0.678709404,0.585570179,-0.253165222,-0.241829451,-0.136340257,-0.068639668,-0.361156248,-0.278628021,-0.964549585,-1.242237569,1.276294074,-0.600566707,-0.431016887,-0.527903767
DEN,JaValeMcGee,C,-1.135548367,-0.813647648,-0.883013237,-0.474475004,-0.735699623,1.272315898,-0.963151343,-1.069804639,-0.170552618,-0.352789964,0.909671549,0.826998832,-0.08998645,-0.045449859,-0.024518244,-0.068639668,-0.301009736,-0.235767236,-0.964549585,-1.242237569,1.745976065,-0.487873896,-0.431016887,-0.119264823
PHI,JaValeMcGee,C,-1.566867618,-0.813647648,-1.02541193,-0.831919638,-0.878100155,0.174062226,-0.963151343,-1.069804639,-0.572003178,-0.52463154,-0.134277347,-0.264258681,-0.824290925,-0.700048498,-0.948265306,-0.194157713,-0.601742299,-0.492931945,-0.852018801,-1.475224218,-0.367592895,-0.90108087,-0.431016887,-1.890033583
SAC,BenMcLemore,SG,1.413156303,2.348418364,1.428227092,0.751049456,0.806972803,0.106028813,1.628435312,1.676375872,0.230897941,0.162734764,0.447747259,0.479341572,0.236371094,0.150929732,0.573486433,-0.570711848,0.05986934,-0.192906451,-0.064303306,0.62165562,-0.367592895,0.808093433,0.72845416,1.379077975
PHO,JerelMcNeal,PG,-1.566867618,-0.813647648,-1.485469246,-1.240427791,-1.162901218,-1.487896869,-0.658258795,-0.898168357,-1.145503976,-0.95423548,-2.185221195,-1.481059094,-0.824290925,-0.961887953,1.482648015,-1.072784028,-1.203207425,-1.221565288,-0.852018801,-0.310290974,-0.367592895,-1.182812898,-0.431016887,-1.208968675
MIA,JoshMcRoberts,PF,-1.135548367,-0.659400525,-0.236742244,-0.67872908,-0.854366733,0.990463186,-0.200919974,-0.440471605,-0.629353257,-0.811034166,1.196064609,1.280884701,-0.661112153,-0.634588634,-0.389155242,-0.570711848,-0.180716711,-0.321488806,0.048227479,0.155682323,-0.367592895,-0.675695248,0.213133695,0.97043903
DET,JodieMeeks,SG,0.550517799,-0.813647648,0.53001995,0.393604822,0.522171739,-0.098071427,0.866203943,0.93261865,0.116197781,0.162734764,0.013538426,0.131684311,0.889086182,0.609148779,1.025636311,-0.821747938,-0.601742299,-0.707235869,-0.289364876,0.854642269,-0.60243389,0.620272081,-0.173356654,-0.527903767
NOP,GalMekel,PG,-1.6452893,-0.813647648,-0.959689456,-1.087237233,-0.403431716,-2.683341131,-0.963151343,-0.612107887,-0.858753577,-0.152308125,-2.610191542,-3.103459645,-1.069059083,-1.158267545,-3.379178627,-1.072784028,-1.32350045,-1.307286857,0.835942974,-0.310290974,-0.837274886,-1.182812898,-0.817507236,-1.890033583
MIL,KhrisMiddleton,SF,1.29552378,1.422935629,1.154383451,1.10849409,1.0205736,0.397600584,1.17109649,0.875406556,0.861748819,0.792820543,0.327646943,0.566255887,0.31796048,0.150929732,0.797130459,-0.319675758,0.781627491,0.450005322,0.273289049,2.019575512,-0.60243389,1.052261191,0.341963811,0.834226049
IND,C.J.Miles,SG,0.94262621,0.728823577,0.738141117,0.904240013,1.210440976,-0.273014489,2.390666681,2.591769376,0.116197781,0.162734764,0.00429994,0.189627187,0.481139252,0.347309324,0.544315473,-0.696229893,0.180162365,-0.107184881,-0.401895661,0.62165562,0.102089096,1.071043326,-0.173356654,0.289374122
TOT,AndreMiller,PG,1.373945462,-0.813647648,-0.444863411,-0.576602042,-0.735699623,0.718329532,-0.810705069,-0.840956263,-0.342602858,-0.467351014,0.743378805,0.392427256,-0.49793338,-0.503668906,0.281776834,-0.445193803,-0.661888811,-0.6215143,0.948473759,-0.543277623,-0.60243389,-0.638130978,0.213133695,-0.527903767
WAS,AndreMiller,PG,0.19762023,-0.813647648,-0.784429526,-0.729792599,-0.925566999,1.126530012,-0.963151343,-0.955380451,-0.457303018,-0.63919259,1.002056407,0.720770225,-0.661112153,-0.634588634,0.111612902,-0.570711848,-0.842328349,-0.792957439,0.554616012,-0.776264272,-0.837274886,-0.788388059,-0.302186771,-0.800329731
SAC,AndreMiller,PG,-0.625807433,-0.813647648,0.124731362,-0.321284446,-0.427165138,0.319848112,-0.658258795,-0.554895793,-0.113202539,-0.20958865,0.456985745,0.08339858,-0.253165222,-0.307289315,0.456802594,-0.445193803,-0.301009736,-0.36434959,1.623658469,-0.077304326,-0.60243389,-0.39396322,0.986114393,-0.119264823
NOP,DariusMiller,SF,-1.606078459,-0.775085867,-1.20067186,-1.393618348,-1.257834906,-2.751374544,-0.963151343,-0.955380451,-1.202854056,-1.040156268,-2.693337914,-3.171059668,-1.069059083,-1.158267545,-3.379178627,-1.072784028,-1.383646962,-1.350147642,-0.795753408,-1.00925092,-0.837274886,-1.389416386,-1.203997585,-0.119264823
CLE,MikeMiller,SF,0.236831071,-0.235220938,-0.663938324,-1.138300752,-1.06796753,-0.982505799,-0.0484737,0.017225147,-1.260204136,-1.297918632,-1.344518987,-0.061458612,-0.987469697,-1.092807681,0.267191355,-0.947265983,-0.481449274,-0.664375084,-0.514426446,-0.776264272,-0.60243389,-1.070120087,-0.946337352,-0.391690786
TOT,QuincyMiller,PF,-1.410024254,-0.813647648,-0.839198254,-1.036173714,-0.688232779,-1.837782995,-0.505812521,-0.039986947,-0.973453737,-0.811034166,-1.464619302,-1.886659232,-0.416343994,-0.438209043,0.155369342,-0.570711848,-0.541595786,-0.578653515,-0.570691838,0.155682323,0.336930092,-0.919863006,-0.817507236,-1.072755694
SAC,QuincyMiller,PF,-1.566867618,-0.813647648,-1.02541193,-1.138300752,-0.878100155,-1.98356888,-0.658258795,-0.383259511,-1.030803817,-0.868314692,-1.714058419,-2.137745031,-0.008397064,0.020010004,0.155369342,-0.696229893,-0.481449274,-0.578653515,-0.739488016,0.854642269,0.336930092,-0.938645141,-0.817507236,-1.345181657
DET,QuincyMiller,PF,-1.6452893,-0.813647648,-0.554400868,-0.831919638,-0.403431716,-1.711435227,-0.200919974,0.532133992,-0.858753577,-0.725113378,-1.159749271,-1.654887725,-1.069059083,-1.158267545,-3.379178627,-0.445193803,-0.601742299,-0.578653515,-0.289364876,-0.776264272,0.336930092,-0.90108087,-0.817507236,-0.527903767
SAS,PatrickMills,PG,0.19762023,-0.813647648,-0.42295592,-0.219157408,-0.023696965,-0.438238493,0.866203943,0.989830744,-0.572003178,-0.52463154,-0.272854634,0.015798557,-0.579522766,-0.634588634,0.631828353,-0.570711848,-0.842328349,-0.792957439,-0.064303306,-0.310290974,-0.837274886,-0.168577598,-0.559847003,-0.800329731
UTA,ElijahMillsap,SG,0.040776865,-0.620838745,0.015193905,-0.627665561,-0.379698294,-0.836719914,-0.0484737,0.017225147,-0.686703337,-0.495991277,-0.928787126,-0.698830257,-0.08998645,0.020010004,-0.10230747,-0.319675758,0.05986934,-0.064324096,-0.345630268,1.320615566,-0.132751899,-0.469091761,0.341963811,1.242864993
ATL,PaulMillsap,PF,1.060258733,2.001362338,1.439180837,1.619129281,1.424041773,0.485072116,0.713757669,0.64655818,1.549949778,1.422906322,0.503178174,0.450370133,1.786569428,1.852886193,0.301224141,1.312058826,2.044704255,1.907272007,0.723412189,2.718535458,1.276294074,1.672071652,1.501434858,1.515290956
CHI,NikolaMirotic,PF,1.413156303,-0.697962306,0.069962633,0.087223707,0.213637254,-0.204981076,0.866203943,1.104254932,-0.227902698,-0.295509438,0.336885429,0.131684311,1.215443726,1.13282769,0.524868167,-0.068639668,1.022213541,0.664309246,-0.345630268,0.155682323,0.806612083,0.451232864,-0.044526538,0.561800085
CHI,NazrMohammed,C,-0.90028332,-0.813647648,-1.529284229,-1.189364272,-1.281568328,0.067152577,-0.963151343,-1.069804639,-0.973453737,-1.011516005,-0.23590069,-0.370487288,-1.069059083,-1.092807681,-1.760190355,-0.445193803,-0.782181837,-0.707235869,-0.964549585,-1.00925092,-0.367592895,-1.239159304,-1.075167468,-1.345181657
DET,GregMonroe,PF,0.903415369,1.384373848,1.252967162,1.619129281,1.352841507,0.679453296,-0.963151343,-1.069804639,2.180800656,2.167553151,0.346123915,0.237912918,1.9497482,2.049265784,0.267191355,3.069311455,2.646169381,2.935930843,0.160758264,1.087628917,0.336930092,1.521814571,1.372604742,0.561800085
CHI,E'TwaunMoore,SG,0.393674435,-0.813647648,-1.156856877,-0.934046676,-0.996767264,0.193500344,-0.658258795,-0.669319981,-0.801403497,-0.868314692,0.244500571,0.20894148,-0.905880311,-0.89642809,-0.462082642,-0.821747938,-1.143060912,-1.092982933,-0.683222623,-0.543277623,-0.60243389,-0.957427276,-1.075167468,-1.208968675
SAC,EricMoreland,PF,-1.684500142,-0.813647648,-2.066017765,-1.342554829,-1.518902547,5.577859052,-0.963151343,-1.069804639,-1.145503976,-1.297918632,5.00232076,5.105114571,-1.069059083,-1.158267545,-3.379178627,-1.072784028,-1.32350045,-1.307286857,-1.020814978,-1.475224218,-0.837274886,-1.33306998,-1.461657817,-1.890033583
BRK,DariusMorris,PG,-0.312120704,-0.813647648,-1.277348079,-1.036173714,-0.925566999,-0.836719914,-0.658258795,-0.554895793,-0.858753577,-0.839674429,-0.568486179,-0.949916057,-0.987469697,-1.027347817,-1.220527598,-0.821747938,-1.203207425,-1.135843718,-0.289364876,-1.00925092,-0.837274886,-1.051337952,-0.688677119,-1.61760762
PHO,MarcusMorris,PF,1.373945462,0.536014674,0.617649915,0.597858899,0.640838849,0.076871636,1.17109649,1.161467026,0.230897941,0.22001529,0.262977543,0.344141526,-0.334754608,-0.241829451,-0.325951496,0.056878377,0.841774003,0.621448461,-0.120568698,0.388668971,-0.367592895,0.488797135,-0.302186771,0.834226049
PHO,MarkieffMorris,PF,1.413156303,2.348418364,1.30773589,1.670192801,1.590175726,0.378162466,0.103972574,0.188861429,1.836700177,1.823869999,0.327646943,0.189627187,0.72590741,0.674608643,0.330395101,0.558950556,1.383092617,1.221499449,0.273289049,1.320615566,0.336930092,1.409121759,1.243774625,1.78771692
OKC,AnthonyMorrow,SG,1.099469574,-0.813647648,0.53001995,0.49573186,0.379771208,0.358724348,1.933327859,1.447527496,-0.227902698,-0.266869176,0.355362401,1.029798901,-0.171575836,-0.372749179,0.938123431,-0.445193803,-0.240863223,-0.321488806,-0.570691838,0.155682323,-0.60243389,0.54514354,-0.817507236,0.153161141
HOU,DonatasMotiejunas,PF,0.981837051,1.577182751,1.001031012,1.057430571,0.759505959,0.757205769,0.103972574,0.017225147,1.148499219,0.907381594,0.715663347,0.653170202,0.073192322,0.347309324,-0.452358989,1.312058826,0.901920516,1.092917095,-0.008037913,0.388668971,0.336930092,0.789311298,0.72845416,1.651503938
